evapo_et0,wind_dir_dominant,rain_sum,radiation_sum,wind_speed_max,sunshine_duration,apparent_tmax,tmin,precip_hours,tmax,prcp,wind_gusts_max,apparent_tmin,date,latitude,longitude
4.3700,255.0000,2.2000,21.7000,21.6000,42839.7900,36.5000,25.3000,8.0000,30.7000,2.2000,53.3000,29.8000,2021-07-26,10.5417,107.2428
4.4600,258.0000,5.8000,21.8400,19.6000,42820.3100,37.2000,25.6000,7.0000,31.1000,5.8000,61.3375,29.9000,2021-07-27,10.5417,107.2428
3.8600,259.0000,15.8000,19.4100,22.3000,42800.4200,33.6000,26.0000,9.0000,29.0000,15.8000,56.2000,30.4000,2021-07-28,10.5417,107.2428
2.7300,251.0000,24.3500,13.4200,20.3000,24228.3900,33.2000,25.1000,19.0000,29.0000,24.3500,51.5000,29.0000,2021-07-29,10.5417,107.2428
2.9300,251.0000,17.7000,15.1500,21.9000,37725.8600,33.9000,25.0000,16.0000,29.0000,17.7000,49.0000,29.4000,2021-07-30,10.5417,107.2428
3.7100,243.0000,11.0000,18.6500,18.9000,37309.9300,36.0000,24.8000,13.0000,30.3000,11.0000,49.3000,29.6000,2021-07-31,10.5417,107.2428
4.1200,253.0000,2.9000,19.9400,20.1000,41734.0700,36.9000,25.0000,6.0000,31.1000,2.9000,51.8000,29.4000,2021-08-01,10.5417,107.2428
4.3200,256.0000,1.9000,20.3700,20.4000,42173.4500,35.0000,25.8000,9.0000,30.3000,1.9000,53.6000,29.7000,2021-08-02,10.5417,107.2428
3.7800,256.0000,12.3000,17.7100,22.0000,39741.0300,34.8000,26.1000,10.0000,30.3000,12.3000,60.1000,30.1000,2021-08-03,10.5417,107.2428
4.3100,254.0000,4.4000,20.5200,21.3000,42647.0200,36.2000,26.0000,7.0000,30.8000,4.4000,55.8000,30.3000,2021-08-04,10.5417,107.2428
3.0900,248.0000,5.0000,14.1700,19.5000,28895.8300,33.5000,26.2000,7.0000,29.3000,5.0000,52.6000,30.5000,2021-08-05,10.5417,107.2428
4.4200,251.0000,2.8000,21.3800,20.3000,42599.3200,35.9000,25.9000,10.0000,30.7000,2.8000,51.1000,30.5000,2021-08-06,10.5417,107.2428
4.2400,261.0000,4.8000,21.0400,16.4000,42574.9300,37.6000,25.4000,10.0000,30.9000,4.8000,45.0000,30.4000,2021-08-07,10.5417,107.2428
4.0600,261.0000,6.5000,19.5600,14.9000,42550.2100,36.9000,25.6000,11.0000,31.4000,6.5000,36.7000,30.8000,2021-08-08,10.5417,107.2428
4.2200,248.0000,2.4000,20.1300,15.3000,41863.2900,37.5000,25.7000,13.0000,31.4000,2.4000,34.2000,30.5000,2021-08-09,10.5417,107.2428
3.7300,229.0000,19.7000,19.3400,15.8000,42384.7100,35.3000,25.1000,16.0000,29.6000,19.7000,38.5000,31.0000,2021-08-10,10.5417,107.2428
3.7100,202.0000,20.0000,18.9000,16.6000,41990.3800,36.7000,24.9000,21.0000,30.0000,20.0000,42.1000,30.2000,2021-08-11,10.5417,107.2428
3.5800,233.0000,11.4000,18.0100,13.8000,38810.3900,36.1000,24.5000,18.0000,30.0000,11.4000,34.9000,30.3000,2021-08-12,10.5417,107.2428
3.8500,249.0000,2.5000,18.3300,14.4000,32931.3200,35.9000,24.2000,12.0000,30.3000,2.5000,35.6000,29.1000,2021-08-13,10.5417,107.2428
3.2100,260.0000,5.0000,15.9000,12.0000,28746.1000,37.0000,25.2000,12.0000,29.9000,5.0000,37.1000,31.0000,2021-08-14,10.5417,107.2428
3.7900,297.0000,2.7000,18.0400,10.0000,33159.5700,36.5000,24.6000,6.0000,30.5000,2.7000,25.6000,29.7000,2021-08-15,10.5417,107.2428
4.7200,12.0000,1.3000,22.8000,8.3000,42342.8600,39.2000,23.5000,9.0000,31.2000,1.3000,22.0000,28.2000,2021-08-16,10.5417,107.2428
4.4900,99.0000,2.2000,21.9900,9.5000,41627.7100,37.5000,24.3000,10.0000,30.7000,2.2000,23.0000,30.0000,2021-08-17,10.5417,107.2428
4.6200,157.0000,2.7000,22.4600,8.7000,41316.8700,37.5000,24.5000,12.0000,30.3000,2.7000,23.8000,30.1000,2021-08-18,10.5417,107.2428
4.2600,209.0000,6.0000,20.8400,8.3000,42260.1600,36.9000,24.5000,13.0000,30.1000,6.0000,21.6000,30.2000,2021-08-19,10.5417,107.2428
3.9400,179.0000,11.4000,19.6400,9.9000,36457.8200,37.6000,24.6000,17.0000,30.0000,11.4000,25.2000,30.5000,2021-08-20,10.5417,107.2428
4.9800,247.0000,0.6000,24.3300,12.7000,42203.1800,38.2000,24.3000,6.0000,31.1000,0.6000,27.7000,29.7000,2021-08-21,10.5417,107.2428
4.4700,244.0000,9.1000,22.0200,14.3000,38012.9300,36.8000,24.8000,10.0000,30.7000,9.1000,32.0000,29.9000,2021-08-22,10.5417,107.2428
3.9300,256.0000,21.1000,19.8000,15.0000,39354.1300,36.3000,25.1000,14.0000,30.4000,21.1000,36.0000,30.4000,2021-08-23,10.5417,107.2428
3.0300,235.0000,19.5000,15.9200,15.9000,34147.3900,34.0000,24.6000,14.0000,28.4000,19.5000,33.1000,29.2000,2021-08-24,10.5417,107.2428
1.5800,245.0000,24.3500,10.0837,14.0000,20955.1013,31.1000,24.1000,21.0000,26.8500,24.3500,29.9000,29.1000,2021-08-25,10.5417,107.2428
3.0200,239.0000,22.4000,15.5600,16.3000,27351.5100,35.4000,23.2000,21.0000,29.1000,22.4000,36.0000,28.1000,2021-08-26,10.5417,107.2428
4.0300,282.0000,14.1000,19.7500,12.6000,34241.0500,38.7000,23.8000,13.0000,30.5000,14.1000,29.2000,28.6000,2021-08-27,10.5417,107.2428
2.0500,1.0000,18.8000,10.0837,9.7000,20955.1013,33.4000,23.1000,24.0000,27.7000,18.8000,31.0000,27.2000,2021-08-28,10.5417,107.2428
4.1000,348.0000,16.8000,20.7000,10.0000,41963.9600,36.7000,23.1000,15.0000,29.6000,16.8000,24.5000,27.6000,2021-08-29,10.5417,107.2428
3.0900,102.0000,24.3500,15.5400,10.3000,30388.1100,36.3000,23.9000,21.0000,28.7000,24.3500,25.9000,29.0000,2021-08-30,10.5417,107.2428
3.6900,107.0000,22.9000,18.8700,11.9000,32356.4500,37.8000,23.8000,17.0000,30.0000,22.9000,28.1000,29.0000,2021-08-31,10.5417,107.2428
4.2000,169.0000,3.8000,21.1400,10.2000,41327.2400,36.7000,23.5000,9.0000,29.7000,3.8000,26.3000,28.8000,2021-09-01,10.5417,107.2428
3.6900,192.0000,16.8000,18.8100,13.1000,39075.7600,35.4000,24.5000,20.0000,29.1000,16.8000,29.2000,29.2000,2021-09-02,10.5417,107.2428
3.2900,267.0000,21.4000,16.9800,14.5000,31793.1100,36.1000,23.8000,24.0000,29.6000,21.4000,40.0000,28.7000,2021-09-03,10.5417,107.2428
1.5800,282.0000,24.3500,10.0837,16.6000,20955.1013,32.2000,23.7000,24.0000,27.0000,24.3500,33.5000,28.2000,2021-09-04,10.5417,107.2428
3.3600,293.0000,21.4000,16.9600,13.1000,26719.2300,36.7000,23.7000,19.0000,29.9000,21.4000,32.4000,28.4000,2021-09-05,10.5417,107.2428
3.9600,292.0000,9.4000,20.2000,10.8000,36610.8200,37.2000,23.2000,8.0000,30.2000,9.4000,31.7000,28.1000,2021-09-06,10.5417,107.2428
3.8700,245.0000,14.0000,19.7800,13.8000,36271.2500,38.4000,24.5000,14.0000,30.1000,14.0000,29.5000,29.6000,2021-09-07,10.5417,107.2428
3.5100,231.0000,15.3000,17.7700,18.1000,29289.8900,34.9000,24.6000,17.0000,29.5000,15.3000,45.0000,29.2000,2021-09-08,10.5417,107.2428
2.9000,232.0000,21.7000,15.3700,17.1000,33828.4600,34.1000,24.1000,19.0000,28.6000,21.7000,47.2000,28.4000,2021-09-09,10.5417,107.2428
2.6400,257.0000,9.2000,13.0200,18.9000,20955.1013,35.3000,24.8000,23.0000,29.8000,9.2000,48.6000,29.7000,2021-09-10,10.5417,107.2428
3.2000,268.0000,4.7000,16.1600,23.0000,24762.1400,34.9000,24.8000,16.0000,29.7000,4.7000,61.2000,28.9000,2021-09-11,10.5417,107.2428
3.8100,264.0000,7.2000,18.7500,22.0000,40051.4100,35.1000,25.3000,8.0000,30.3000,7.2000,61.3375,29.4000,2021-09-12,10.5417,107.2428
2.8800,254.0000,24.3500,14.5300,15.0000,29056.9100,35.1000,25.0000,15.0000,29.0000,24.3500,41.4000,29.9000,2021-09-13,10.5417,107.2428
2.9200,219.0000,24.3500,14.9300,13.1000,24592.8700,35.7000,23.7000,22.0000,28.7000,24.3500,27.4000,28.9000,2021-09-14,10.5417,107.2428
3.3600,171.0000,24.3500,16.9300,12.6000,30329.1100,36.2000,23.4000,19.0000,29.3000,24.3500,33.8000,28.3000,2021-09-15,10.5417,107.2428
3.5100,108.0000,6.7000,17.4600,7.7000,35016.7700,36.1000,24.0000,12.0000,29.2000,6.7000,20.5000,29.1000,2021-09-16,10.5417,107.2428
3.9600,106.0000,3.3000,19.8000,7.6000,40507.2300,37.4000,24.4000,11.0000,30.2000,3.3000,23.8000,29.8000,2021-09-17,10.5417,107.2428
4.0200,90.0000,11.6000,19.9900,8.9000,39544.0500,39.0000,23.7000,15.0000,31.3000,11.6000,23.0000,28.8000,2021-09-18,10.5417,107.2428
1.5800,244.0000,24.3500,10.0837,8.0000,20955.1013,31.9000,24.2000,22.0000,26.8500,24.3500,25.9000,29.6000,2021-09-19,10.5417,107.2428
2.9500,247.0000,24.3500,15.3900,17.1000,23129.2500,33.8000,23.7000,22.0000,28.4000,24.3500,45.7000,28.3000,2021-09-20,10.5417,107.2428
4.2600,233.0000,6.7000,21.8200,15.6000,39569.6000,35.8000,23.9000,13.0000,29.9000,6.7000,38.2000,29.1000,2021-09-21,10.5417,107.2428
3.2500,260.0000,20.3000,16.9100,12.2000,28590.5400,35.4000,23.9000,13.0000,29.1000,20.3000,38.9000,29.0000,2021-09-22,10.5417,107.2428
2.3100,278.0000,7.5000,11.3700,15.5000,20955.1013,33.5000,24.3000,7.0000,28.7000,7.5000,42.8000,29.6000,2021-09-23,10.5417,107.2428
2.8900,246.0000,10.7000,14.4500,12.1000,21170.5500,35.3000,24.4000,14.0000,29.4000,10.7000,34.2000,29.5000,2021-09-24,10.5417,107.2428
3.4600,227.0000,24.3500,17.4600,12.2000,25564.5200,36.4000,23.9000,21.0000,30.0000,24.3500,28.8000,29.0000,2021-09-25,10.5417,107.2428
3.3800,88.0000,19.1000,17.2700,11.0000,32580.0900,35.3000,22.5000,11.0000,28.9000,19.1000,26.6000,26.7000,2021-09-26,10.5417,107.2428
4.5900,98.0000,2.3000,23.1100,18.7000,40307.3900,36.1000,24.2000,11.0000,30.6000,2.3000,40.7000,29.2000,2021-09-27,10.5417,107.2428
3.7300,96.0000,13.2000,18.6000,9.4000,40210.9000,37.8000,24.1000,13.0000,30.4000,13.2000,25.9000,28.9000,2021-09-28,10.5417,107.2428
4.1100,133.0000,5.4000,20.4700,8.4000,40116.9000,36.9000,24.2000,11.0000,30.0000,5.4000,22.7000,29.4000,2021-09-29,10.5417,107.2428
3.5200,162.0000,15.3000,17.7900,9.1000,39013.9400,36.5000,24.5000,16.0000,29.2000,15.3000,25.6000,30.4000,2021-09-30,10.5417,107.2428
3.8700,206.0000,24.3500,19.4700,10.2000,39474.5300,38.2000,24.2000,18.0000,29.6000,24.3500,24.8000,29.8000,2021-10-01,10.5417,107.2428
3.3100,270.0000,24.3500,16.9600,13.1000,36088.8600,35.4000,23.9000,19.0000,28.8000,24.3500,30.2000,29.2000,2021-10-02,10.5417,107.2428
2.0000,354.0000,6.8000,10.0837,6.1000,20955.1013,33.3000,23.7000,9.0000,27.3000,6.8000,13.3000,28.7000,2021-10-03,10.5417,107.2428
3.3800,356.0000,13.8000,16.1600,8.4000,26339.0500,35.7000,23.7000,14.0000,30.0000,13.8000,23.8000,28.7000,2021-10-04,10.5417,107.2428
3.3900,169.0000,24.3500,17.0000,8.0000,30704.9800,36.7000,23.7000,23.0000,29.7000,24.3500,23.8000,28.8000,2021-10-05,10.5417,107.2428
1.5800,280.0000,12.8000,10.0837,9.8000,20955.1013,32.5000,24.3000,19.0000,27.3000,12.8000,23.4000,29.6000,2021-10-06,10.5417,107.2428
2.7900,262.0000,13.6000,14.8400,19.0000,32496.8000,33.0000,24.3000,18.0000,28.1000,13.6000,40.7000,28.7000,2021-10-07,10.5417,107.2428
2.9600,266.0000,11.3000,16.0100,19.2000,34205.3000,34.5000,25.0000,14.0000,28.9000,11.3000,49.0000,29.2000,2021-10-08,10.5417,107.2428
2.9100,257.0000,12.7000,15.0000,19.5000,27395.3500,33.7000,25.1000,15.0000,28.9000,12.7000,55.8000,29.5000,2021-10-09,10.5417,107.2428
3.6100,261.0000,4.1000,18.3200,19.1000,32482.7200,35.7000,25.2000,11.0000,30.1000,4.1000,55.8000,30.1000,2021-10-10,10.5417,107.2428
1.9900,265.0000,24.3500,10.0837,14.4000,20955.1013,33.0000,24.8000,19.0000,27.7000,24.3500,39.6000,29.9000,2021-10-11,10.5417,107.2428
2.5300,267.0000,24.3500,13.2300,19.4000,28168.3600,32.3000,23.6000,24.0000,28.1000,24.3500,46.8000,26.9000,2021-10-12,10.5417,107.2428
2.2800,268.0000,24.3500,12.1400,19.2000,20955.1013,34.7000,23.8000,21.0000,29.4000,24.3500,50.8000,27.3000,2021-10-13,10.5417,107.2428
3.3200,251.0000,24.3500,17.7100,19.5000,33550.9500,34.9000,24.3000,12.0000,29.2000,24.3500,44.6000,29.3000,2021-10-14,10.5417,107.2428
3.8400,281.0000,10.5000,19.4200,12.3000,27757.5500,37.5000,23.6000,12.0000,30.4000,10.5000,31.3000,28.2000,2021-10-15,10.5417,107.2428
2.3200,301.0000,4.4000,11.0900,13.2000,20955.1013,33.3000,23.5000,16.0000,28.1000,4.4000,29.2000,28.2000,2021-10-16,10.5417,107.2428
3.1600,305.0000,0.6000,15.6300,13.5000,24242.9100,33.1000,23.5000,6.0000,29.1000,0.6000,31.3000,27.5000,2021-10-17,10.5417,107.2428
4.0600,113.0000,1.1000,20.5600,12.9000,38012.7500,34.9000,22.9000,6.0000,29.3000,1.1000,29.2000,27.5000,2021-10-18,10.5417,107.2428
3.8700,96.0000,0.8000,19.6200,13.5000,39543.4700,36.6000,25.0000,4.0000,29.7000,0.8000,30.6000,29.9000,2021-10-19,10.5417,107.2428
2.4000,76.0000,24.3500,12.0900,13.4000,20955.1013,34.7000,24.2000,15.0000,28.2000,24.3500,28.4000,28.7000,2021-10-20,10.5417,107.2428
3.9400,86.0000,4.9000,19.9800,14.1000,36904.6200,35.4000,23.3000,8.0000,29.7000,4.9000,29.2000,27.9000,2021-10-21,10.5417,107.2428
3.0700,85.0000,3.1000,15.5700,13.6000,32158.0200,34.0000,24.0000,11.0000,28.7000,3.1000,28.4000,28.9000,2021-10-22,10.5417,107.2428
3.5000,358.0000,12.3000,17.7400,9.9000,39487.6000,37.7000,22.8000,11.0000,29.8000,12.3000,22.3000,27.2000,2021-10-23,10.5417,107.2428
4.1500,343.0000,5.1000,20.8900,8.4000,39502.1700,37.7000,22.8000,7.0000,30.6000,5.1000,25.6000,26.9000,2021-10-24,10.5417,107.2428
3.4000,325.0000,12.9000,16.8900,10.6000,29213.1900,38.8000,22.9000,9.0000,30.3000,12.9000,23.4000,27.2000,2021-10-25,10.5417,107.2428
2.2600,344.0000,4.7000,10.5600,6.7000,20955.1013,35.8000,23.7000,10.0000,29.5000,4.7000,20.2000,28.6000,2021-10-26,10.5417,107.2428
2.2200,294.0000,6.7000,10.9300,11.9000,20955.1013,33.5000,22.9000,15.0000,28.3000,6.7000,27.4000,27.1000,2021-10-27,10.5417,107.2428
4.3200,89.0000,1.0000,21.9600,16.3000,39458.8600,35.6000,22.8000,4.0000,29.7000,1.0000,34.9000,26.8000,2021-10-28,10.5417,107.2428
4.2300,88.0000,9.6000,20.9000,14.5000,35927.7000,36.0000,25.3000,10.0000,30.1000,9.6000,34.6000,29.8000,2021-10-29,10.5417,107.2428
4.2800,79.0000,3.2000,21.0400,22.0000,39433.3100,35.8000,23.9000,8.0000,30.2000,3.2000,47.2000,28.5000,2021-10-30,10.5417,107.2428
3.5100,87.0000,6.0000,17.0800,16.4000,31301.5600,36.7000,25.3000,8.0000,30.3000,6.0000,35.3000,29.3000,2021-10-31,10.5417,107.2428
4.2100,71.0000,3.6000,20.7000,14.3000,39404.9900,37.2000,23.9000,3.0000,30.6000,3.6000,37.8000,28.4000,2021-11-01,10.5417,107.2428
4.4900,74.0000,0.1000,21.3800,16.0000,39389.7300,36.2000,22.7000,1.0000,30.3000,0.1000,31.3000,27.1000,2021-11-02,10.5417,107.2428
4.5200,80.0000,1.5000,22.1100,13.0000,39373.7300,36.2000,22.6000,5.0000,30.8000,1.5000,33.1000,26.6000,2021-11-03,10.5417,107.2428
4.4700,89.0000,0.0000,21.8500,18.9000,39356.9500,34.6000,24.1000,0.0000,29.9000,0.0000,40.7000,28.0000,2021-11-04,10.5417,107.2428
3.8100,87.0000,2.2000,18.1800,16.2000,38859.4900,36.3000,23.8000,4.0000,30.2000,2.2000,35.6000,28.9000,2021-11-05,10.5417,107.2428
4.1800,92.0000,1.0000,20.6600,15.9000,39321.0200,35.3000,24.4000,4.0000,30.3000,1.0000,35.6000,28.8000,2021-11-06,10.5417,107.2428
4.0400,94.0000,1.7000,19.3500,13.8000,39301.9000,35.9000,25.4000,6.0000,30.1000,1.7000,30.6000,30.3000,2021-11-07,10.5417,107.2428
4.4200,90.0000,0.2000,21.1600,22.1000,39282.0200,34.5000,25.2000,2.0000,30.4000,0.2000,46.4000,29.2000,2021-11-08,10.5417,107.2428
2.2200,44.0000,7.8000,10.6400,10.5000,20955.1013,33.7000,23.7000,14.0000,28.3000,7.8000,34.6000,28.7000,2021-11-09,10.5417,107.2428
3.4000,74.0000,6.5000,16.5400,21.3000,29130.6100,36.0000,24.3000,6.0000,30.8000,6.5000,41.0000,28.3000,2021-11-10,10.5417,107.2428
2.3500,71.0000,6.0000,10.9700,25.7000,20955.1013,32.9000,23.7000,17.0000,28.6000,6.0000,52.6000,27.8000,2021-11-11,10.5417,107.2428
3.2100,82.0000,3.8000,15.3500,17.4000,28388.5500,34.6000,23.7000,5.0000,29.7000,3.8000,36.7000,27.4000,2021-11-12,10.5417,107.2428
3.6400,84.0000,0.0000,17.6900,23.8000,34807.4200,33.4000,23.4000,0.0000,29.6000,0.0000,50.4000,28.4000,2021-11-13,10.5417,107.2428
2.2300,70.0000,23.9000,11.1400,14.7000,20955.1013,33.4000,24.0000,18.0000,27.6000,23.9000,33.1000,29.1000,2021-11-14,10.5417,107.2428
2.8000,86.0000,16.0000,14.5500,20.9000,33893.8800,30.6000,23.2000,14.0000,27.3000,16.0000,45.4000,28.0000,2021-11-15,10.5417,107.2428
2.6500,80.0000,17.6000,13.1000,23.8000,25453.8300,33.4000,23.1000,15.0000,28.1000,17.6000,49.3000,26.7000,2021-11-16,10.5417,107.2428
3.4000,82.0000,8.1000,17.2900,18.6000,33746.3600,35.4000,23.1000,8.0000,29.5000,8.1000,43.6000,27.7000,2021-11-17,10.5417,107.2428
3.4300,84.0000,0.8000,17.3400,19.9000,32032.6200,34.4000,23.3000,4.0000,29.2000,0.8000,41.4000,27.9000,2021-11-18,10.5417,107.2428
3.2100,75.0000,3.1000,15.7800,10.0000,26299.3000,37.4000,23.8000,7.0000,30.0000,3.1000,26.6000,28.4000,2021-11-19,10.5417,107.2428
3.1300,50.0000,24.3500,15.5900,6.9000,33575.0500,38.0000,22.9000,8.0000,30.4000,24.3500,23.0000,27.8000,2021-11-20,10.5417,107.2428
4.1200,75.0000,2.5000,20.2100,20.6000,38969.1500,34.6000,22.9000,5.0000,30.1000,2.5000,41.4000,27.3000,2021-11-21,10.5417,107.2428
2.7800,89.0000,13.5000,14.0700,21.6000,30091.2500,32.3000,24.6000,10.0000,28.3000,13.5000,49.0000,28.3000,2021-11-22,10.5417,107.2428
3.8700,75.0000,12.2000,19.3500,14.3000,38737.5100,36.1000,22.4000,7.0000,29.8000,12.2000,43.2000,26.7000,2021-11-23,10.5417,107.2428
3.8300,76.0000,3.6000,19.1700,13.7000,37172.3100,36.4000,22.2000,4.0000,30.3000,3.6000,39.2000,26.0000,2021-11-24,10.5417,107.2428
3.2500,59.0000,2.1000,16.1600,9.6000,35451.9800,35.9000,22.7000,7.0000,29.3000,2.1000,32.4000,27.3000,2021-11-25,10.5417,107.2428
2.7400,37.0000,14.3000,13.3600,11.1000,20955.1013,35.9000,23.1000,10.0000,29.3000,14.3000,28.1000,27.4000,2021-11-26,10.5417,107.2428
1.5800,334.0000,10.9000,10.0837,8.7000,20955.1013,30.9000,23.2000,21.0000,26.8500,10.9000,24.1000,27.7000,2021-11-27,10.5417,107.2428
2.9100,64.0000,14.7000,15.1100,18.4000,34662.9900,33.0000,22.0000,13.0000,28.0000,14.7000,41.0000,26.2000,2021-11-28,10.5417,107.2428
2.3200,76.0000,4.4000,10.9400,20.9000,20955.1013,30.8000,23.9000,18.0000,27.6000,4.4000,42.1000,26.9000,2021-11-29,10.5417,107.2428
2.1200,91.0000,16.6000,11.2800,20.6000,22950.6800,30.4000,23.2000,16.0000,26.8500,16.6000,42.1000,26.7000,2021-11-30,10.5417,107.2428
3.1300,78.0000,0.0000,14.5800,15.9000,20955.1013,33.4000,22.6000,0.0000,28.7000,0.0000,29.9000,26.3000,2021-12-01,10.5417,107.2428
3.9000,105.0000,0.0000,19.8600,8.4000,38640.3600,34.2000,20.6000,0.0000,28.8000,0.0000,19.8000,23.6000,2021-12-02,10.5417,107.2428
2.4800,172.0000,7.2000,12.6200,8.7000,23730.2000,32.5000,21.9000,10.0000,27.2000,7.2000,23.8000,25.7000,2021-12-03,10.5417,107.2428
2.3200,59.0000,1.1000,11.6200,8.5000,20955.1013,30.4000,20.4000,6.0000,26.8500,1.1000,18.0000,23.0000,2021-12-04,10.5417,107.2428
3.8500,315.0000,0.0000,19.9000,11.1000,38541.1100,31.8000,20.4000,0.0000,28.0000,0.0000,26.6000,22.3000,2021-12-05,10.5417,107.2428
3.7200,82.0000,0.9000,18.9300,8.9000,38507.8700,33.7000,20.4000,4.0000,29.1000,0.9000,18.4000,23.5000,2021-12-06,10.5417,107.2428
3.2700,44.0000,1.3000,16.5700,9.2000,37199.4300,33.3000,21.1000,7.0000,28.7000,1.3000,20.9000,24.5000,2021-12-07,10.5417,107.2428
3.9000,91.0000,2.1000,19.6600,7.2000,38441.6500,36.2000,21.4000,7.0000,29.8000,2.1000,18.4000,25.5000,2021-12-08,10.5417,107.2428
2.9100,75.0000,2.4000,14.7000,10.8000,32732.9600,34.5000,22.1000,4.0000,29.0000,2.4000,37.4000,26.1000,2021-12-09,10.5417,107.2428
3.9500,97.0000,0.0000,20.4500,11.2000,37469.6400,35.4000,21.3000,0.0000,29.5000,0.0000,27.4000,24.9000,2021-12-10,10.5417,107.2428
3.1600,13.0000,0.4000,15.4500,13.4000,34661.0500,33.2000,20.4000,3.0000,29.3000,0.4000,24.8000,22.3000,2021-12-11,10.5417,107.2428
3.4800,111.0000,0.0000,17.3200,8.9000,37205.2000,35.4000,21.4000,0.0000,29.8000,0.0000,20.5000,24.8000,2021-12-12,10.5417,107.2428
3.3600,70.0000,2.6000,16.9200,8.2000,35203.8800,35.3000,21.6000,5.0000,29.4000,2.6000,24.1000,25.1000,2021-12-13,10.5417,107.2428
3.0900,87.0000,0.0000,15.0000,10.5000,33375.7800,33.8000,22.6000,0.0000,29.7000,0.0000,23.0000,26.8000,2021-12-14,10.5417,107.2428
3.4300,100.0000,1.9000,16.8000,10.2000,36361.5200,37.6000,22.0000,2.0000,30.6000,1.9000,28.8000,26.3000,2021-12-15,10.5417,107.2428
4.1300,88.0000,0.0000,18.8300,18.1000,38190.3600,34.8000,23.3000,0.0000,30.5000,0.0000,34.9000,27.0000,2021-12-16,10.5417,107.2428
3.8900,94.0000,0.4000,18.9700,12.4000,35821.5100,35.8000,23.1000,3.0000,30.2000,0.4000,27.7000,27.0000,2021-12-17,10.5417,107.2428
3.8400,356.0000,1.3000,18.5700,12.8000,36000.0000,36.2000,22.0000,8.0000,30.0000,1.3000,28.1000,25.8000,2021-12-18,10.5417,107.2428
1.9700,328.0000,0.0000,10.0837,10.8000,20955.1013,31.1000,21.1000,0.0000,27.8000,0.0000,20.2000,22.5000,2021-12-19,10.5417,107.2428
3.7300,356.0000,0.0000,18.2400,11.0000,36000.0000,34.2000,21.3000,0.0000,29.5000,0.0000,24.5000,23.6000,2021-12-20,10.5417,107.2428
3.9900,90.0000,0.0000,19.7900,13.7000,38035.8100,33.3000,21.8000,0.0000,29.1000,0.0000,30.6000,24.8000,2021-12-21,10.5417,107.2428
3.9000,91.0000,0.4000,18.6200,19.0000,36838.0900,33.8000,23.7000,4.0000,29.4000,0.4000,40.0000,27.3000,2021-12-22,10.5417,107.2428
4.2800,86.0000,0.0000,19.2900,20.9000,37781.6200,32.4000,22.2000,0.0000,29.9000,0.0000,45.4000,25.7000,2021-12-23,10.5417,107.2428
3.9900,86.0000,0.0000,18.6600,18.1000,32627.6200,33.3000,22.0000,0.0000,29.3000,0.0000,34.2000,25.6000,2021-12-24,10.5417,107.2428
4.4300,84.0000,0.0000,20.4700,19.0000,38056.6800,34.6000,21.8000,0.0000,30.8000,0.0000,39.6000,25.3000,2021-12-25,10.5417,107.2428
4.2000,88.0000,0.3000,19.8600,12.2000,37953.7700,35.0000,22.1000,1.0000,31.0000,0.3000,28.1000,25.8000,2021-12-26,10.5417,107.2428
4.2000,82.0000,0.8000,19.5600,14.8000,37858.8400,35.3000,22.3000,4.0000,31.4000,0.8000,32.8000,25.7000,2021-12-27,10.5417,107.2428
4.3300,73.0000,1.3000,18.9900,21.1000,37697.7300,33.9000,22.1000,5.0000,30.8000,1.3000,49.7000,26.2000,2021-12-28,10.5417,107.2428
3.8300,78.0000,3.6000,15.9000,23.4000,30068.1900,32.2000,24.2000,3.0000,30.0000,3.6000,53.6000,26.3000,2021-12-29,10.5417,107.2428
4.4100,78.0000,0.0000,19.9400,18.2000,37278.9800,34.6000,21.4000,0.0000,30.8000,0.0000,40.7000,24.4000,2021-12-30,10.5417,107.2428
3.7900,74.0000,0.0000,16.5500,15.7000,31178.1000,33.2000,20.9000,0.0000,29.4000,0.0000,30.6000,23.0000,2021-12-31,10.5417,107.2428
4.5100,82.0000,0.0000,20.5300,16.5000,37818.2100,34.8000,22.5000,0.0000,30.9000,0.0000,34.6000,24.6000,2022-01-01,10.5417,107.2428
4.3900,82.0000,0.0000,19.2000,15.4000,37374.8900,34.0000,21.4000,0.0000,30.2000,0.0000,34.9000,23.5000,2022-01-02,10.5417,107.2428
3.7400,82.0000,0.0000,15.9700,16.9000,28955.0000,32.6000,22.9000,0.0000,29.6000,0.0000,35.6000,24.7000,2022-01-03,10.5417,107.2428
4.2600,95.0000,0.0000,19.9200,14.5000,36733.8800,35.8000,22.3000,0.0000,31.1000,0.0000,33.5000,25.5000,2022-01-04,10.5417,107.2428
4.2000,87.0000,1.0000,19.0100,14.9000,37544.1900,33.7000,22.3000,4.0000,30.5000,1.0000,34.2000,26.1000,2022-01-05,10.5417,107.2428
4.2100,97.0000,1.8000,19.3100,13.5000,37538.0300,36.2000,22.5000,3.0000,31.8000,1.8000,29.9000,26.6000,2022-01-06,10.5417,107.2428
4.5500,93.0000,0.0000,20.4400,16.3000,37545.5900,35.5000,22.5000,0.0000,31.1000,0.0000,34.9000,26.0000,2022-01-07,10.5417,107.2428
4.1200,100.0000,0.6000,19.3000,15.5000,37892.8500,34.7000,21.8000,4.0000,29.9000,0.6000,30.2000,25.2000,2022-01-08,10.5417,107.2428
